Month,Day,Crimes,Date
1,1,1593.52631578947,1
1,2,897.947368421053,2
1,3,942.684210526316,3
1,4,920.684210526316,4
1,5,932.684210526316,5
1,6,910.157894736842,6
1,7,923.263157894737,7
1,8,939.526315789474,8
1,9,965.105263157895,9
1,10,981.842105263158,10
1,11,976.421052631579,11
1,12,981.631578947368,12
1,13,967.526315789474,13
1,14,952.578947368421,14
1,15,992.263157894737,15
1,16,963.157894736842,16
1,17,958.736842105263,17
1,18,936.052631578948,18
1,19,940.105263157895,19
1,20,939.631578947368,20
1,21,905.684210526316,21
1,22,915.684210526316,22
1,23,945.789473684211,23
1,24,945.263157894737,24
1,25,967.578947368421,25
1,26,951,26
1,27,946.368421052632,27
1,28,941.842105263158,28
1,29,922,29
1,30,913.789473684211,30
1,31,912.157894736842,31
2,1,1057.31578947368,32
2,2,910.157894736842,33
2,3,887.368421052632,34
2,4,899.210526315789,35
2,5,905.578947368421,36
2,6,918.421052631579,37
2,7,931.578947368421,38
2,8,918.263157894737,39
2,9,919.21052631579,40
2,10,908.210526315789,41
2,11,904.052631578947,42
2,12,897.315789473684,43
2,13,908.684210526316,44
2,14,933.842105263158,45
2,15,953.947368421053,46
2,16,923.526315789474,47
2,17,927.315789473684,48
2,18,936,49
2,19,900.526315789474,50
2,20,919.684210526316,51
2,21,914.368421052632,52
2,22,915.473684210526,53
2,23,927.842105263158,54
2,24,906.368421052632,55
2,25,914.78947368421,56
2,26,881.631578947368,57
2,27,917.631578947368,58
2,28,916.789473684211,59
2,29,986.25,60
3,1,1110.21052631579,61
3,2,920.473684210526,62
3,3,927.894736842105,63
3,4,907.631578947368,64
3,5,909.947368421053,65
3,6,935.789473684211,66
3,7,966.684210526316,67
3,8,964.78947368421,68
3,9,964.315789473684,69
3,10,982.210526315789,70
3,11,997.052631578947,71
3,12,995.105263157895,72
3,13,976.578947368421,73
3,14,991.789473684211,74
3,15,1029.63157894737,75
3,16,999.315789473684,76
3,17,1003.31578947368,77
3,18,998.315789473684,78
3,19,984.526315789474,79
3,20,980.421052631579,80
3,21,962.421052631579,81
3,22,966.736842105263,82
3,23,995.842105263158,83
3,24,997.421052631579,84
3,25,991.526315789474,85
3,26,996.894736842105,86
3,27,993.157894736842,87
3,28,989.947368421053,88
3,29,988.052631578947,89
3,30,1004.73684210526,90
3,31,991.315789473684,91
4,1,1158.31578947368,92
4,2,1000,93
4,3,983.210526315789,94
4,4,1002.63157894737,95
4,5,984.421052631579,96
4,6,1002.31578947368,97
4,7,979.368421052632,98
4,8,997.842105263158,99
4,9,1008.15789473684,100
4,10,1034.94736842105,101
4,11,997.368421052632,102
4,12,1009.73684210526,103
4,13,996,104
4,14,1028.52631578947,105
4,15,1082.68421052632,106
4,16,1013,107
4,17,1022.84210526316,108
4,18,1008.68421052632,109
4,19,1012.94736842105,110
4,20,1031.10526315789,111
4,21,1006.84210526316,112
4,22,1021.47368421053,113
4,23,1023.26315789474,114
4,24,1015.73684210526,115
4,25,1026.63157894737,116
4,26,1018.10526315789,117
4,27,1017.89473684211,118
4,28,1015.84210526316,119
4,29,1026.89473684211,120
4,30,1010.89473684211,121
5,1,1184.94736842105,122
5,2,1024.42105263158,123
5,3,1036.73684210526,124
5,4,1037.52631578947,125
5,5,1087.21052631579,126
5,6,1040.26315789474,127
5,7,1059.68421052632,128
5,8,1062.15789473684,129
5,9,1070.84210526316,130
5,10,1074.05263157895,131
5,11,1021.89473684211,132
5,12,1035.63157894737,133
5,13,1038.15789473684,134
5,14,1059.26315789474,135
5,15,1091.57894736842,136
5,16,1074.78947368421,137
5,17,1077.57894736842,138
5,18,1070.26315789474,139
5,19,1060,140
5,20,1077.05263157895,141
5,21,1057.89473684211,142
5,22,1058,143
5,23,1073.84210526316,144
5,24,1079.94736842105,145
5,25,1065.94736842105,146
5,26,1036.84210526316,147
5,27,1056.84210526316,148
5,28,1073.73684210526,149
5,29,1078.26315789474,150
5,30,1083.68421052632,151
5,31,1043.10526315789,152
6,1,1285.78947368421,153
6,2,1097.68421052632,154
6,3,1077.36842105263,155
6,4,1070.52631578947,156
6,5,1049.52631578947,157
6,6,1085.10526315789,158
6,7,1074.63157894737,159
6,8,1075.94736842105,160
6,9,1077.31578947368,161
6,10,1097.94736842105,162
6,11,1094.10526315789,163
6,12,1089.15789473684,164
6,13,1088.57894736842,165
6,14,1103.78947368421,166
6,15,1115.78947368421,167
6,16,1093.63157894737,168
6,17,1101.05263157895,169
6,18,1091.89473684211,170
6,19,1061.05263157895,171
6,20,1113.73684210526,172
6,21,1089.21052631579,173
6,22,1082.15789473684,174
6,23,1080.05263157895,175
6,24,1071.10526315789,176
6,25,1086.57894736842,177
6,26,1092.31578947368,178
6,27,1090.57894736842,179
6,28,1092.47368421053,180
6,29,1107.31578947368,181
6,30,1099.15789473684,182
7,1,1254.89473684211,183
7,2,1088.78947368421,184
7,3,1064.73684210526,185
7,4,1080,186
7,5,1142.47368421053,187
7,6,1092.73684210526,188
7,7,1111.21052631579,189
7,8,1091.31578947368,190
7,9,1090.68421052632,191
7,10,1112.26315789474,192
7,11,1084.57894736842,193
7,12,1115.84210526316,194
7,13,1129.68421052632,195
7,14,1108.26315789474,196
7,15,1162.84210526316,197
7,16,1116.63157894737,198
7,17,1114.21052631579,199
7,18,1116.15789473684,200
7,19,1097.10526315789,201
7,20,1124.42105263158,202
7,21,1107.94736842105,203
7,22,1109.68421052632,204
7,23,1099,205
7,24,1095,206
7,25,1126.73684210526,207
7,26,1109.57894736842,208
7,27,1122.42105263158,209
7,28,1126.10526315789,210
7,29,1109.84210526316,211
7,30,1114.10526315789,212
7,31,1084.31578947368,213
8,1,1272.21052631579,214
8,2,1103.73684210526,215
8,3,1113.42105263158,216
8,4,1108.05263157895,217
8,5,1127.84210526316,218
8,6,1117.15789473684,219
8,7,1090.94736842105,220
8,8,1105.94736842105,221
8,9,1082.42105263158,222
8,10,1116.68421052632,223
8,11,1117.15789473684,224
8,12,1094,225
8,13,1087.15789473684,226
8,14,1093.47368421053,227
8,15,1126.52631578947,228
8,16,1090.21052631579,229
8,17,1095.21052631579,230
8,18,1096.05263157895,231
8,19,1088.57894736842,232
8,20,1107.26315789474,233
8,21,1080.31578947368,234
8,22,1065.78947368421,235
8,23,1068.31578947368,236
8,24,1099.10526315789,237
8,25,1097.94736842105,238
8,26,1097.21052631579,239
8,27,1081.94736842105,240
8,28,1075.05263157895,241
8,29,1088.26315789474,242
8,30,1095.57894736842,243
8,31,1072.89473684211,244
9,1,1250.42105263158,245
9,2,1083.42105263158,246
9,3,1055.89473684211,247
9,4,1031.05263157895,248
9,5,1047.05263157895,249
9,6,1080.52631578947,250
9,7,1075.15789473684,251
9,8,1062.57894736842,252
9,9,1064.47368421053,253
9,10,1055.63157894737,254
9,11,1049.68421052632,255
9,12,1051.42105263158,256
9,13,1037.31578947368,257
9,14,1065.57894736842,258
9,15,1083.57894736842,259
9,16,1070.42105263158,260
9,17,1063.42105263158,261
9,18,1055.47368421053,262
9,19,1064.05263157895,263
9,20,1092,264
9,21,1092.15789473684,265
9,22,1069.47368421053,266
9,23,1075.10526315789,267
9,24,1079.15789473684,268
9,25,1056.68421052632,269
9,26,1051.47368421053,270
9,27,1039.21052631579,271
9,28,1051.73684210526,272
9,29,1028.94736842105,273
9,30,1022.78947368421,274
10,1,1220.15789473684,275
10,2,1019.63157894737,276
10,3,1018.89473684211,277
10,4,1028.21052631579,278
10,5,1036.52631578947,279
10,6,1045.10526315789,280
10,7,1030.26315789474,281
10,8,1054.42105263158,282
10,9,1048.21052631579,283
10,10,1043.84210526316,284
10,11,1017.36842105263,285
10,12,1040.94736842105,286
10,13,1003.94736842105,287
10,14,1015.31578947368,288
10,15,1060.26315789474,289
10,16,1031.73684210526,290
10,17,1048.63157894737,291
10,18,1035.52631578947,292
10,19,1038.63157894737,293
10,20,1080.68421052632,294
10,21,1058,295
10,22,1010.21052631579,296
10,23,1019.21052631579,297
10,24,1038.21052631579,298
10,25,1031.89473684211,299
10,26,1015.68421052632,300
10,27,1025.31578947368,301
10,28,1019.15789473684,302
10,29,1026.31578947368,303
10,30,1045.42105263158,304
10,31,1143.05263157895,305
11,1,1217.94736842105,306
11,2,1002.26315789474,307
11,3,1011.05263157895,308
11,4,996.789473684211,309
11,5,1011.05263157895,310
11,6,987.578947368421,311
11,7,988.631578947368,312
11,8,986.684210526316,313
11,9,989.894736842105,314
11,10,995.736842105263,315
11,11,977.157894736842,316
11,12,962.894736842105,317
11,13,963,318
11,14,970.052631578947,319
11,15,1021.47368421053,320
11,16,977.368421052632,321
11,17,964.210526315789,322
11,18,968.684210526316,323
11,19,975.947368421053,324
11,20,1013.57894736842,325
11,21,960.157894736842,326
11,22,906.78947368421,327
11,23,926,328
11,24,880.631578947368,329
11,25,878.368421052632,330
11,26,917.052631578947,331
11,27,890.105263157895,332
11,28,904.421052631579,333
11,29,935.105263157895,334
11,30,949.315789473684,335
12,1,1056.10526315789,336
12,2,940.421052631579,337
12,3,943.631578947369,338
12,4,919.368421052632,339
12,5,918.315789473684,340
12,6,922.789473684211,341
12,7,905.052631578947,342
12,8,891.421052631579,343
12,9,882.368421052632,344
12,10,921.894736842105,345
12,11,888.842105263158,346
12,12,940.105263157895,347
12,13,934.631578947369,348
12,14,950.421052631579,349
12,15,954,350
12,16,902.736842105263,351
12,17,916.421052631579,352
12,18,887.105263157895,353
12,19,910.736842105263,354
12,20,941.684210526316,355
12,21,920.842105263158,356
12,22,909.842105263158,357
12,23,887.105263157895,358
12,24,746.736842105263,359
12,25,585.315789473684,360
12,26,765.842105263158,361
12,27,847.473684210526,362
12,28,877.631578947369,363
12,29,876.157894736842,364
12,30,881.473684210526,365
12,31,822.947368421053,
